,Unnamed: 0,gender,match,samerace,age_o,field_cd,like_o,shar_o,sinc_o,race_o,intel_o,attr_o,amb_o,fun_o,age,race,imprace,imprelig,exphappy,career_c,dec_o
2023,3753,0,0,0,28,1,3.0,2.0,5.0,3,4.0,4.0,4.0,3.0,32,2,3,3,3,2.0,0
2024,3754,0,0,1,29,16,8.0,6.0,8.0,2,9.0,8.0,7.0,7.0,28,2,2,2,4,2.0,1
2025,3755,0,0,0,24,16,8.0,9.0,9.0,3,8.0,8.0,7.0,8.0,28,2,2,2,4,2.0,1
2026,3756,0,0,1,21,16,7.0,8.0,6.0,2,8.0,6.0,6.0,6.0,28,2,2,2,4,2.0,1
2027,3757,0,0,1,26,16,7.0,3.0,9.0,2,6.0,9.0,4.0,5.0,28,2,2,2,4,2.0,1
2029,3759,0,0,1,32,16,7.0,3.0,7.0,2,8.0,8.0,8.0,8.0,28,2,2,2,4,2.0,1
2030,3760,0,0,1,25,16,6.5,4.0,7.0,2,8.0,8.0,7.0,7.0,28,2,2,2,4,2.0,1
2031,3761,0,0,1,25,16,7.0,5.0,7.0,2,7.0,8.0,5.0,8.0,28,2,2,2,4,2.0,0
2032,3762,0,0,1,27,16,9.0,8.0,10.0,2,10.0,9.0,7.0,8.0,28,2,2,2,4,2.0,1
2033,3763,0,0,0,23,16,7.0,7.0,7.0,1,7.0,7.0,7.0,7.0,28,2,2,2,4,2.0,1
2034,3764,0,0,0,27,16,10.0,10.0,10.0,4,10.0,10.0,10.0,10.0,28,2,2,2,4,2.0,1
2036,3766,0,0,0,24,16,7.5,7.5,7.5,6,7.5,7.5,7.5,7.5,28,2,2,2,4,2.0,1
2039,3769,0,1,1,27,16,6.0,5.0,6.0,2,7.0,7.0,5.0,6.0,28,2,2,2,4,2.0,1
2040,3770,0,1,0,28,16,8.0,6.0,9.0,4,8.0,8.0,3.0,8.0,28,2,2,2,4,2.0,1
2041,3771,0,0,1,34,16,6.0,8.0,7.0,2,7.0,4.0,7.0,7.0,28,2,2,2,4,2.0,1
2042,3772,0,1,0,27,16,7.0,8.0,9.0,4,9.0,7.0,5.0,8.0,28,2,2,2,4,2.0,1
2043,3773,0,1,0,28,16,7.0,4.0,10.0,1,8.0,7.0,7.0,5.0,28,2,2,2,4,2.0,1
2044,3774,0,0,0,28,16,5.0,3.0,7.0,3,6.0,6.0,4.0,5.0,28,2,2,2,4,2.0,0
2045,3775,0,0,0,29,10,6.0,7.0,7.0,2,5.0,9.0,5.0,6.0,26,4,2,2,4,2.0,0
2046,3776,0,0,0,24,10,4.0,2.0,2.0,3,3.0,3.0,4.0,2.0,26,4,2,2,4,2.0,0
2047,3777,0,0,0,21,10,5.0,5.0,6.0,2,7.0,5.0,6.0,5.0,26,4,2,2,4,2.0,1
2048,3778,0,0,0,26,10,6.0,4.0,8.0,2,3.0,5.0,3.0,5.0,26,4,2,2,4,2.0,0
2051,3781,0,0,0,25,10,4.0,4.0,7.0,2,8.0,6.0,5.0,4.0,26,4,2,2,4,10.0,0
2052,3782,0,0,0,25,10,4.0,5.0,5.0,2,5.0,5.0,5.0,5.0,26,4,2,2,4,10.0,0
2053,3783,0,0,0,27,10,3.0,3.0,5.0,2,6.0,5.0,8.0,7.0,26,4,2,2,4,10.0,0
2055,3785,0,0,1,27,10,1.0,5.0,5.0,4,5.0,5.0,5.0,5.0,26,4,2,2,4,10.0,0
2057,3787,0,0,0,24,10,6.0,6.0,6.0,6,6.0,6.0,6.0,6.0,26,4,2,2,4,10.0,1
2059,3789,0,0,1,22,10,9.0,10.0,9.0,4,9.0,9.0,6.0,9.0,26,4,2,2,4,10.0,1
2060,3790,0,0,0,27,10,4.0,3.0,6.0,2,3.0,3.0,3.0,3.0,26,4,2,2,4,10.0,0
2061,3791,0,0,1,28,10,5.0,3.0,6.0,4,5.0,7.0,6.0,5.0,26,4,2,2,4,10.0,0
2062,3792,0,0,0,34,10,3.0,3.0,5.0,2,5.0,4.0,3.0,5.0,26,4,2,2,4,10.0,0
2063,3793,0,0,1,27,10,7.0,6.0,9.0,4,8.0,6.0,6.0,7.0,26,4,2,2,4,10.0,1
2064,3794,0,0,0,28,10,3.0,4.0,10.0,1,7.0,5.0,5.0,4.0,26,4,2,2,4,10.0,0
2065,3795,0,0,0,28,10,6.0,6.0,6.0,3,7.0,7.0,8.0,7.0,26,4,2,2,4,10.0,0
2066,3796,0,1,0,29,4,10.0,6.0,9.0,2,9.0,10.0,9.0,6.0,24,3,1,1,5,10.0,1
2067,3797,0,1,1,24,4,9.0,9.0,9.0,3,9.0,8.0,10.0,8.0,24,3,1,1,5,10.0,1
2068,3798,0,0,0,21,4,9.0,6.0,7.0,2,8.0,9.0,8.0,7.0,24,3,1,1,5,10.0,1
2069,3799,0,1,0,26,4,8.0,7.0,9.0,2,8.0,8.0,7.0,8.0,24,3,1,1,5,10.0,1
2072,3802,0,1,0,25,4,8.0,6.0,9.0,2,9.0,8.0,9.0,8.0,24,3,1,1,5,10.0,1
2073,3803,0,0,0,25,4,7.0,7.0,7.0,2,7.0,6.0,7.0,7.0,24,3,1,1,5,10.0,0
2074,3804,0,0,0,27,4,8.0,5.0,8.0,2,8.0,10.0,10.0,8.0,24,3,1,1,5,10.0,1
2075,3805,0,0,0,23,4,9.0,9.0,9.0,1,9.0,9.0,9.0,9.0,24,3,1,1,5,10.0,1
2076,3806,0,0,0,27,4,10.0,10.0,10.0,4,10.0,10.0,10.0,10.0,24,3,1,1,5,10.0,1
2078,3808,0,0,0,24,4,8.5,8.5,8.5,6,8.5,8.5,8.5,8.5,24,3,1,1,5,10.0,1
2080,3810,0,0,0,22,4,9.0,9.0,9.0,4,9.0,9.0,7.0,9.0,24,3,1,1,5,10.0,1
2081,3811,0,1,0,27,4,6.0,5.0,5.0,2,6.0,5.0,5.0,5.0,24,3,1,1,5,10.0,1
2082,3812,0,1,0,28,4,8.0,8.0,9.0,4,8.0,10.0,5.0,6.0,24,3,1,1,5,10.0,1
2083,3813,0,1,0,34,4,8.0,7.0,8.0,2,8.0,9.0,7.0,8.0,24,3,1,1,5,10.0,1
2084,3814,0,0,0,27,4,8.0,8.0,9.0,4,9.0,9.0,8.0,9.0,24,3,1,1,5,10.0,1
2085,3815,0,1,0,28,4,7.0,6.0,10.0,1,7.0,8.0,7.0,7.0,24,3,1,1,5,10.0,1
2086,3816,0,1,1,28,4,8.0,7.0,8.0,3,9.0,9.0,6.0,6.0,24,3,1,1,5,10.0,1
2087,3817,0,0,1,29,7,9.0,7.0,9.0,2,8.0,9.0,6.0,5.0,24,2,4,5,6,10.0,1
2088,3818,0,1,0,24,7,8.0,7.0,9.0,3,8.0,8.0,6.0,7.0,24,2,4,5,6,10.0,1
2089,3819,0,0,1,21,7,8.0,8.0,6.0,2,7.0,8.0,7.0,5.0,24,2,4,5,6,10.0,1
2090,3820,0,0,1,26,7,9.0,8.0,10.0,2,8.0,9.0,7.0,9.0,24,2,4,5,6,10.0,1
2092,3822,0,0,1,32,7,5.0,2.0,6.0,2,8.0,5.0,9.0,7.0,24,2,4,5,6,2.0,0
2093,3823,0,1,1,25,7,6.0,4.0,7.0,2,9.0,8.0,9.0,8.0,24,2,4,5,6,2.0,1
2094,3824,0,0,1,25,7,8.0,6.0,8.0,2,8.0,8.0,7.0,8.0,24,2,4,5,6,2.0,1
2095,3825,0,0,1,27,7,9.0,8.0,10.0,2,10.0,8.0,7.0,7.0,24,2,4,5,6,2.0,1
2097,3827,0,1,0,27,7,6.0,9.0,8.0,4,9.0,8.0,9.0,9.0,24,2,4,5,6,2.0,1
2099,3829,0,0,0,24,7,8.0,8.0,8.0,6,8.0,8.0,8.0,8.0,24,2,4,5,6,2.0,1
2101,3831,0,0,0,22,7,8.0,7.0,8.0,4,8.0,8.0,8.0,8.0,24,2,4,5,6,2.0,1
2102,3832,0,1,1,27,7,6.0,5.0,7.0,2,7.0,6.0,5.0,6.0,24,2,4,5,6,2.0,1
2103,3833,0,1,0,28,7,9.0,9.0,9.0,4,10.0,9.0,8.0,9.0,24,2,4,5,6,2.0,1
2104,3834,0,0,1,34,7,6.0,5.0,6.0,2,7.0,7.0,5.0,6.0,24,2,4,5,6,2.0,1
2105,3835,0,1,0,27,7,7.0,7.0,8.0,4,8.0,6.0,6.0,6.0,24,2,4,5,6,2.0,1
2106,3836,0,0,0,28,7,5.0,5.0,8.0,1,7.0,7.0,7.0,6.0,24,2,4,5,6,2.0,0
2107,3837,0,0,0,28,7,7.0,6.0,6.0,3,8.0,8.0,6.0,7.0,24,2,4,5,6,2.0,1
2108,3838,0,0,0,29,10,5.0,5.0,7.0,2,7.0,4.0,7.0,5.0,23,4,2,4,5,2.0,0
2109,3839,0,0,0,24,10,5.0,4.0,6.0,3,7.0,4.0,5.0,4.0,23,4,2,4,5,2.0,0
2110,3840,0,0,0,21,10,8.0,8.0,6.0,2,8.0,7.0,7.0,6.0,23,4,2,4,5,2.0,1
2111,3841,0,1,0,26,10,7.0,5.0,9.0,2,8.0,7.0,5.0,7.0,23,4,2,4,5,2.0,1
2113,3843,0,0,0,32,10,5.0,2.0,6.0,2,6.0,6.0,8.0,7.0,23,4,2,4,5,2.0,0
2114,3844,0,1,0,25,10,5.0,4.0,8.0,2,9.0,7.0,7.0,8.0,23,4,2,4,5,2.0,1
2115,3845,0,1,0,25,10,8.0,7.0,7.0,2,8.0,8.0,7.0,8.0,23,4,2,4,5,2.0,1
2116,3846,0,1,0,27,10,8.0,9.0,9.0,2,10.0,7.0,9.0,6.0,23,4,2,4,5,2.0,1
2117,3847,0,1,0,23,10,8.0,9.0,9.0,1,9.0,9.0,9.0,9.0,23,4,2,4,5,2.0,1
2118,3848,0,0,1,27,10,6.0,9.0,5.0,4,9.0,5.0,9.0,5.0,23,4,2,4,5,2.0,1
2120,3850,0,0,0,24,10,6.0,6.0,6.0,6,6.0,6.0,6.0,6.0,23,4,2,4,5,2.0,1
2122,3852,0,0,1,22,10,6.0,6.0,7.0,4,7.0,7.0,5.0,7.0,23,4,2,4,5,2.0,1
2123,3853,0,0,0,27,10,5.0,3.0,6.0,2,5.0,4.0,5.0,6.0,23,4,2,4,5,2.0,0
2124,3854,0,0,1,28,10,5.0,5.0,5.0,4,7.0,5.0,5.0,5.0,23,4,2,4,5,2.0,0
2125,3855,0,0,0,34,10,3.0,6.0,6.0,2,8.0,4.0,5.0,5.0,23,4,2,4,5,2.0,0
2126,3856,0,0,1,27,10,7.0,6.0,8.0,4,8.0,6.0,6.0,7.0,23,4,2,4,5,2.0,1
2127,3857,0,0,0,28,10,5.0,4.0,10.0,1,8.0,7.0,5.0,4.0,23,4,2,4,5,2.0,0
2128,3858,0,0,0,28,10,5.0,5.0,7.0,3,6.0,6.0,5.0,5.0,23,4,2,4,5,2.0,0
2129,3859,0,0,1,29,11,4.0,4.0,6.0,2,5.0,7.0,4.0,6.0,23,2,10,9,8,2.0,0
2130,3860,0,0,0,24,11,6.0,7.0,0.0,3,4.0,6.0,5.0,6.0,23,2,10,9,8,2.0,0
2131,3861,0,0,1,21,11,6.0,5.0,5.0,2,6.0,7.0,6.0,6.0,23,2,10,9,8,2.0,1
2132,3862,0,0,1,26,11,8.0,8.0,4.0,2,4.0,7.0,8.0,9.0,23,2,10,9,8,2.0,1
2134,3864,0,0,1,32,11,5.0,2.0,5.0,2,7.0,5.0,8.0,5.0,23,2,10,9,8,10.0,0
2135,3865,0,0,1,25,11,4.0,3.0,7.0,2,6.0,9.0,6.0,4.0,23,2,10,9,8,10.0,0
2136,3866,0,0,1,25,11,6.0,5.0,6.0,2,6.0,6.0,4.0,5.0,23,2,10,9,8,10.0,1
2137,3867,0,0,1,27,11,4.0,2.0,6.0,2,7.0,5.0,6.0,4.0,23,2,10,9,8,10.0,0
2138,3868,0,1,0,23,11,8.0,8.0,8.0,1,8.0,8.0,8.0,8.0,23,2,10,9,8,10.0,1
2139,3869,0,0,0,27,11,9.0,9.0,9.0,4,9.0,10.0,9.0,9.0,23,2,10,9,8,10.0,1
2141,3871,0,0,0,24,11,6.0,6.0,6.0,6,6.0,6.0,6.0,6.0,23,2,10,9,8,10.0,1
2143,3873,0,0,0,22,11,8.5,7.0,6.0,4,8.0,9.0,6.0,9.0,23,2,10,9,8,10.0,1
2144,3874,0,0,1,27,11,3.0,3.0,7.0,2,3.0,5.0,3.0,3.0,23,2,10,9,8,10.0,0
2145,3875,0,0,0,28,11,2.0,1.0,5.0,4,4.0,5.0,2.0,3.0,23,2,10,9,8,10.0,0
2146,3876,0,0,1,34,11,4.0,4.0,5.0,2,6.0,3.0,5.0,6.0,23,2,10,9,8,10.0,0
2147,3877,0,0,0,27,11,6.0,6.0,8.0,4,7.0,5.0,5.0,6.0,23,2,10,9,8,10.0,1
2148,3878,0,0,0,28,11,7.0,6.0,10.0,1,7.0,7.0,7.0,7.0,23,2,10,9,8,10.0,0
2149,3879,0,1,0,28,11,7.0,7.0,7.0,3,6.0,8.0,5.0,8.0,23,2,10,9,8,10.0,1
2150,3880,0,0,1,29,11,8.0,5.0,8.0,2,7.0,9.0,6.0,7.0,25,2,10,10,8,10.0,0
2151,3881,0,0,0,24,11,8.0,7.0,7.0,3,8.0,8.0,8.0,7.0,25,2,10,10,8,10.0,1
2152,3882,0,0,1,21,11,7.0,7.0,4.0,2,6.0,7.0,7.0,6.0,25,2,10,10,8,10.0,1
2153,3883,0,0,1,26,11,6.0,6.0,6.0,2,5.0,7.0,8.0,6.0,25,2,10,10,8,10.0,0
2155,3885,0,0,1,32,11,5.0,2.0,7.0,2,7.0,7.0,5.0,4.0,25,2,10,10,8,4.0,0
2156,3886,0,0,1,25,11,7.0,5.0,9.0,2,5.0,7.0,6.0,7.0,25,2,10,10,8,4.0,0
2157,3887,0,0,1,25,11,5.0,5.0,6.0,2,6.0,6.0,7.0,6.0,25,2,10,10,8,4.0,0
2158,3888,0,0,1,27,11,6.0,4.0,6.0,2,3.0,9.0,5.0,6.0,25,2,10,10,8,4.0,1
2159,3889,0,0,0,23,11,8.0,7.0,9.0,1,8.0,9.0,7.0,8.0,25,2,10,10,8,4.0,1
2160,3890,0,0,0,27,11,10.0,10.0,10.0,4,10.0,10.0,10.0,10.0,25,2,10,10,8,4.0,1
2162,3892,0,0,0,24,11,8.0,8.0,8.0,6,8.0,8.0,8.0,8.0,25,2,10,10,8,4.0,1
2164,3894,0,0,0,22,11,8.0,6.0,7.0,4,9.0,10.0,7.0,8.0,25,2,10,10,8,4.0,1
2165,3895,0,0,1,27,11,4.0,4.0,4.0,2,4.0,7.0,4.0,4.0,25,2,10,10,8,4.0,0
2166,3896,0,0,0,28,11,4.0,2.0,4.0,4,4.0,6.0,3.0,6.0,25,2,10,10,8,4.0,0
2167,3897,0,0,1,34,11,6.0,3.0,6.0,2,6.0,8.0,5.0,6.0,25,2,10,10,8,4.0,0
2168,3898,0,0,0,27,11,7.0,7.0,8.0,4,7.0,7.0,7.0,6.0,25,2,10,10,8,4.0,1
2169,3899,0,0,0,28,11,7.0,7.0,10.0,1,6.0,6.0,7.0,9.0,25,2,10,10,8,4.0,1
2171,4342,0,0,1,27,9,9.0,8.0,9.0,4,9.0,9.0,7.0,8.0,30,4,1,1,6,2.0,1
2173,4344,0,0,0,25,9,7.0,5.0,7.0,2,8.0,7.0,7.0,6.0,30,4,1,1,6,2.0,0
2174,4345,0,0,1,29,9,7.0,5.0,7.0,4,8.0,6.0,4.0,5.0,30,4,1,1,6,2.0,0
2175,4346,0,0,0,23,9,8.0,8.0,8.0,2,8.0,8.0,8.0,7.0,30,4,1,1,6,2.0,1
2176,4347,0,0,0,27,9,6.0,8.0,5.0,2,6.0,6.0,8.0,7.0,30,4,1,1,6,7.0,0
2177,4348,0,0,0,32,9,6.0,6.0,7.0,6,6.0,7.0,6.0,6.0,30,4,1,1,6,7.0,1
2178,4349,0,0,0,27,9,9.0,7.0,8.0,2,10.0,9.0,7.0,7.0,30,4,1,1,6,7.0,1
2179,4350,0,1,0,25,9,7.0,6.0,8.0,2,9.0,7.0,7.0,8.0,30,4,1,1,6,7.0,1
2180,4351,0,0,0,30,9,8.0,7.0,7.0,2,9.0,8.0,7.0,7.0,30,4,1,1,6,7.0,1
2181,4352,0,0,0,29,9,6.0,5.0,7.0,6,7.0,6.0,5.0,6.0,30,4,1,1,6,7.0,1
2182,4353,0,0,0,26,9,8.0,8.0,9.0,2,9.0,10.0,7.0,8.0,30,4,1,1,6,7.0,1
2184,4355,0,0,0,29,9,6.0,5.0,7.0,2,7.0,7.0,5.0,7.0,30,4,1,1,6,7.0,0
2185,4356,0,0,0,27,9,9.0,7.0,9.0,4,8.0,8.0,7.0,8.0,30,2,5,7,6,7.0,1
2187,4358,0,0,1,25,9,6.0,4.0,7.0,2,7.0,6.0,6.0,5.0,30,2,5,7,6,7.0,0
2188,4359,0,0,0,29,9,6.0,8.0,5.0,4,5.0,4.0,7.0,5.0,30,2,5,7,6,7.0,0
2189,4360,0,0,1,23,9,3.0,2.0,6.0,2,6.0,5.0,4.0,3.0,30,2,5,7,6,7.0,0
2191,4362,0,0,0,32,9,5.0,4.0,6.0,6,5.0,4.0,5.0,5.0,30,2,5,7,6,7.0,0
2192,4363,0,0,1,27,9,6.0,3.0,7.0,2,9.0,7.0,4.0,7.0,30,2,5,7,6,7.0,1
2193,4364,0,0,1,25,9,4.0,3.0,6.0,2,6.0,5.0,5.0,6.0,30,2,5,7,6,7.0,0
2194,4365,0,0,1,30,9,5.0,4.0,7.0,2,7.0,4.0,7.0,4.0,30,2,5,7,6,7.0,0
2195,4366,0,0,0,29,9,7.0,7.0,6.0,6,6.0,6.0,4.0,6.0,30,2,5,7,6,7.0,0
2196,4367,0,0,1,26,9,6.0,7.0,9.0,2,7.0,6.0,6.0,6.0,30,2,5,7,6,7.0,0
2198,4369,0,0,1,29,9,4.0,4.0,5.0,2,6.0,4.0,6.0,5.0,30,2,5,7,6,2.0,0
2199,4370,0,0,0,27,9,8.0,7.0,8.0,4,8.0,7.0,6.0,7.0,28,2,10,10,3,2.0,1
2200,4371,0,0,1,32,9,5.0,4.0,10.0,2,10.0,8.0,10.0,8.0,28,2,10,10,3,2.0,0
2201,4372,0,0,1,25,9,5.0,6.0,8.0,2,8.0,6.0,6.0,7.0,28,2,10,10,3,2.0,0
2202,4373,0,0,0,29,9,7.0,6.0,5.0,4,7.0,5.0,8.0,5.0,28,2,10,10,3,2.0,0
2203,4374,0,0,1,23,9,4.0,2.0,6.0,2,7.0,3.0,8.0,4.0,28,2,10,10,3,2.0,0
2204,4375,0,0,1,27,9,4.0,4.0,6.0,2,9.0,3.0,8.0,4.0,28,2,10,10,3,2.0,0
2205,4376,0,0,0,32,9,5.0,5.0,6.0,6,6.0,4.0,8.0,5.0,28,2,10,10,3,2.0,0
2206,4377,0,0,1,27,9,8.0,4.0,8.0,2,8.0,7.0,4.0,4.0,28,2,10,10,3,2.0,0
2207,4378,0,1,1,25,9,6.0,5.0,8.0,2,8.0,6.0,7.0,8.0,28,2,10,10,3,2.0,1
2208,4379,0,1,1,30,9,7.0,6.0,10.0,2,9.0,5.0,9.0,9.0,28,2,10,10,3,2.0,1
2209,4380,0,0,0,29,9,8.0,6.0,5.0,6,7.0,4.0,5.0,5.0,28,2,10,10,3,2.0,1
2210,4381,0,1,1,26,9,8.0,8.0,9.0,2,7.0,6.0,6.0,6.0,28,2,10,10,3,2.0,1
2212,4383,0,0,1,29,9,5.0,6.0,7.0,2,7.0,4.0,7.0,6.0,28,2,10,10,3,2.0,0
2213,4384,0,1,0,27,9,9.0,7.0,9.0,4,8.0,8.0,6.0,8.0,21,2,9,8,7,2.0,1
2215,4386,0,1,1,25,9,8.0,6.0,8.0,2,7.0,9.0,7.0,8.0,21,2,9,8,7,2.0,1
2216,4387,0,0,0,29,9,7.0,8.0,8.0,4,5.0,7.0,5.0,6.0,21,2,9,8,7,2.0,1
2217,4388,0,0,1,23,9,5.0,2.0,5.0,2,5.0,7.0,3.0,6.0,21,2,9,8,7,2.0,0
2218,4389,0,0,1,27,9,7.0,6.0,7.0,2,6.0,6.0,7.0,7.0,21,2,9,8,7,4.0,1
2219,4390,0,0,0,32,9,7.0,5.0,5.0,6,6.0,5.0,6.0,6.0,21,2,9,8,7,4.0,1
2220,4391,0,0,1,27,9,6.0,4.0,8.0,2,8.0,6.0,3.0,6.0,21,2,9,8,7,4.0,0
2221,4392,0,1,1,25,9,6.0,5.0,6.0,2,6.0,7.0,7.0,7.0,21,2,9,8,7,4.0,1
2222,4393,0,0,1,30,9,5.0,4.0,4.0,2,6.0,8.0,6.0,4.0,21,2,9,8,7,4.0,0
2223,4394,0,0,0,29,9,8.0,5.0,7.0,6,6.0,7.0,7.0,6.0,21,2,9,8,7,4.0,1
2224,4395,0,1,1,26,9,9.0,8.0,9.0,2,7.0,9.0,9.0,8.0,21,2,9,8,7,4.0,1
2226,4397,0,0,1,29,9,6.0,6.0,7.0,2,7.0,6.0,7.0,7.0,21,2,9,8,7,4.0,0
2227,4398,0,0,0,27,6,9.0,7.0,8.0,4,9.0,9.0,7.0,8.0,22,2,7,1,1,4.0,1
2228,4399,0,0,1,32,6,8.0,4.0,10.0,2,8.0,8.0,8.0,8.0,22,2,7,1,1,4.0,0
2229,4400,0,0,1,25,6,5.0,4.0,7.0,2,7.0,7.0,6.0,8.0,22,2,7,1,1,4.0,0
2230,4401,0,0,0,29,6,7.0,6.0,6.0,4,6.0,5.0,5.0,7.0,22,2,7,1,1,4.0,0
2231,4402,0,0,1,23,6,5.0,4.0,7.0,2,7.0,5.0,5.0,5.0,22,2,7,1,1,4.0,0
2232,4403,0,0,1,27,6,7.0,5.0,6.0,2,7.0,4.0,7.0,5.0,22,2,7,1,1,4.0,0
2233,4404,0,0,0,32,6,4.0,4.0,5.0,6,5.0,4.0,4.0,4.0,22,2,7,1,1,4.0,0
2234,4405,0,0,1,27,6,7.0,5.0,7.0,2,9.0,8.0,3.0,8.0,22,2,7,1,1,4.0,1
2235,4406,0,0,1,25,6,3.0,3.0,6.0,2,5.0,5.0,4.0,4.0,22,2,7,1,1,4.0,0
2236,4407,0,0,1,30,6,4.0,2.0,8.0,2,7.0,4.0,6.0,4.0,22,2,7,1,1,4.0,0
2237,4408,0,0,0,29,6,6.0,5.0,6.0,6,7.0,5.0,6.0,6.0,22,2,7,1,1,4.0,1
2238,4409,0,0,1,26,6,6.0,5.0,8.0,2,8.0,7.0,6.0,5.0,22,2,7,1,1,4.0,0
2240,4411,0,0,1,29,6,5.0,5.0,7.0,2,7.0,4.0,6.0,6.0,22,2,7,1,1,7.0,0
2241,4412,0,0,1,27,11,9.0,8.0,9.0,4,8.0,8.0,6.0,8.0,24,4,1,1,5,7.0,1
2243,4414,0,0,0,25,11,5.0,5.0,6.0,2,6.0,6.0,6.0,6.0,24,4,1,1,5,7.0,0
2244,4415,0,0,1,29,11,6.0,5.0,5.0,4,6.0,5.0,7.0,4.0,24,4,1,1,5,7.0,0
2245,4416,0,0,0,23,11,5.0,3.0,7.0,2,8.0,5.0,6.0,7.0,24,4,1,1,5,7.0,0
2246,4417,0,0,0,27,11,5.0,4.0,7.0,2,7.0,4.0,5.0,5.0,24,4,1,1,5,7.0,0
2247,4418,0,0,0,32,11,5.0,4.0,6.0,6,5.0,6.0,6.0,5.0,24,4,1,1,5,7.0,0
2248,4419,0,0,0,27,11,7.0,4.0,9.0,2,9.0,7.0,6.0,7.0,24,4,1,1,5,7.0,1
2249,4420,0,1,0,25,11,7.0,5.0,8.0,2,7.0,5.0,5.0,8.0,24,4,1,1,5,7.0,1
2250,4421,0,0,0,30,11,6.0,4.0,8.0,2,8.0,5.0,6.0,7.0,24,4,1,1,5,7.0,0
2251,4422,0,0,0,29,11,5.0,5.0,7.0,6,8.0,4.0,4.0,7.0,24,4,1,1,5,7.0,1
2252,4423,0,0,0,26,11,8.0,9.0,9.0,2,8.0,7.0,9.0,10.0,24,4,1,1,5,7.0,1
2254,4425,0,0,0,29,11,5.0,5.0,7.0,2,7.0,6.0,6.0,6.0,24,4,1,1,5,7.0,0
2255,4426,0,0,0,27,3,7.0,7.0,8.0,4,8.0,6.0,6.0,7.0,35,2,1,1,9,7.0,0
2257,4428,0,0,1,25,3,5.0,4.0,6.0,2,6.0,6.0,7.0,5.0,35,2,1,1,9,7.0,0
2258,4429,0,0,0,29,3,5.0,7.0,2.0,4,5.0,4.0,5.0,4.0,35,2,1,1,9,7.0,0
2259,4430,0,0,1,23,3,3.0,2.0,6.0,2,6.0,4.0,4.0,4.0,35,2,1,1,9,7.0,0
2261,4432,0,0,0,32,3,4.0,4.0,7.0,6,7.0,5.0,5.0,4.0,35,2,1,1,9,7.0,0
2262,4433,0,0,1,27,3,6.0,3.0,9.0,2,9.0,5.0,6.0,6.0,35,2,1,1,9,7.0,0
2263,4434,0,1,1,25,3,6.0,8.0,8.0,2,8.0,6.0,7.0,7.0,35,2,1,1,9,7.0,1
2264,4435,0,0,1,30,3,6.0,5.0,7.0,2,8.0,4.0,6.0,5.0,35,2,1,1,9,7.0,0
2265,4436,0,0,0,29,3,7.0,5.0,7.0,6,7.0,7.0,5.0,6.0,35,2,1,1,9,7.0,1
2266,4437,0,1,1,26,3,7.0,8.0,8.0,2,9.0,6.0,9.0,8.0,35,2,1,1,9,7.0,1
2268,4439,0,0,1,29,3,4.0,5.0,7.0,2,7.0,4.0,5.0,5.0,35,2,1,1,9,7.0,0
2269,4440,0,0,0,27,9,8.0,8.0,9.0,4,8.0,7.0,6.0,7.0,34,2,3,8,2,7.0,0
2270,4441,0,1,1,32,9,8.0,7.0,10.0,2,10.0,8.0,10.0,8.0,34,2,3,8,2,7.0,1
2271,4442,0,0,1,25,9,7.0,4.0,7.0,2,7.0,8.0,7.0,6.0,34,2,3,8,2,7.0,1
2272,4443,0,1,0,29,9,6.0,8.0,6.0,4,7.0,6.0,7.0,8.0,34,2,3,8,2,7.0,1
2273,4444,0,0,1,23,9,4.0,3.0,6.0,2,8.0,6.0,8.0,5.0,34,2,3,8,2,7.0,0
2274,4445,0,0,1,27,9,8.0,5.0,8.0,2,9.0,5.0,8.0,8.0,34,2,3,8,2,7.0,0
2275,4446,0,0,0,32,9,6.0,6.0,7.0,6,7.0,7.0,5.0,7.0,34,2,3,8,2,7.0,1
2276,4447,0,0,1,27,9,6.0,3.0,8.0,2,8.0,5.0,7.0,7.0,34,2,3,8,2,7.0,0
2277,4448,0,0,1,25,9,3.0,3.0,6.0,2,8.0,5.0,5.0,4.0,34,2,3,8,2,7.0,0
2278,4449,0,0,1,30,9,6.0,5.0,10.0,2,10.0,4.0,5.0,8.0,34,2,3,8,2,7.0,0
2279,4450,0,0,0,29,9,7.0,6.0,7.0,6,7.0,7.0,7.0,6.0,34,2,3,8,2,7.0,0
2280,4451,0,0,1,26,9,6.0,10.0,6.0,2,7.0,5.0,9.0,8.0,34,2,3,8,2,7.0,0
2282,4453,0,0,1,29,9,7.0,5.0,7.0,2,8.0,6.0,5.0,7.0,34,2,3,8,2,2.0,0
2283,4454,0,0,0,27,3,9.0,7.0,9.0,4,10.0,8.0,7.0,8.0,21,2,8,7,8,2.0,0
2284,4455,0,0,1,32,3,3.0,0.0,4.0,2,4.0,5.0,4.0,4.0,21,2,8,7,8,2.0,0
2285,4456,0,0,1,25,3,4.0,4.0,6.0,2,5.0,6.0,5.0,7.0,21,2,8,7,8,2.0,0
2286,4457,0,0,0,29,3,3.0,8.0,0.0,4,2.0,4.0,3.0,0.0,21,2,8,7,8,2.0,0
2287,4458,0,0,1,23,3,6.0,8.0,4.0,2,4.0,6.0,4.0,8.0,21,2,8,7,8,2.0,0
2288,4459,0,0,1,27,3,4.0,5.0,6.0,2,4.0,3.0,6.0,8.0,21,2,8,7,8,2.0,0
